gene_name,GPT_Surface,GPT_Secreted,GPT_Intracellular,HPA_Score,UNI_Neg_Score,GPI_Score,CSPA_Score,TMHMM_Score,UNI_Score,UNI_CellSurface,Tier,Custom_Edit
TP53TG3B,-95,-95,70,0,NA,0,NA,0,0,0,Tier4,0
TP53TG3C,-95,-95,75,0,NA,0,NA,0,0,0,Tier4,0
TP53TG3D,-95,-95,80,0,NA,0,NA,0,0,0,Tier4,0
TP53TG3E,-90,-90,80,0,NA,0,NA,0,0,0,Tier4,0
TP53TG3F,-95,-95,70,0,NA,0,NA,0,0,0,Tier4,0
TP53TG5,-95,-95,70,0,2,0,NA,0,-2,0,Tier4,0
TPD52L2,-95,-90,90,0,2,0,NA,0,0,0,Tier4,0
TPD52L3,-95,-95,85,NA,3,0,NA,0,0,0,Tier4,0
TPH1,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
TPH2,-100,-99,99,NA,2,0,NA,0,0,0,Tier4,0
TPK1,-95,-90,90,0,2,0,NA,0,0,0,Tier4,0
TPM1,-100,-100,100,0,2,0,NA,0,-1,0,Tier4,0
TPM2,-95,-90,85,NA,2,0,NA,0,-1,0,Tier4,0
TPMT,-95,-95,80,NA,2,0,NA,0,0,0,Tier4,0
TPP2,-100,-100,100,0,1,0,NA,0,-2,0,Tier4,0
TPPP,-95,-95,85,0,2,0,NA,0,-3,0,Tier4,0
TPPP2,-95,-95,80,0,2,0,NA,0,-1,0,Tier4,0
TPPP3,-95,-95,85,NA,3,0,NA,0,-1,0,Tier4,0
TPR,-95,-90,85,0,0,0,NA,0,-3,0,Tier4,0
TPRG1,-90,-90,80,0,3,0,NA,0,-1,0,Tier4,0
TPRKB,-95,-95,95,0,2,0,NA,0,-2,0,Tier4,0
TPRX1,-95,-95,95,NA,1,0,NA,0,-1,0,Tier4,0
TPSB2,-95,95,-95,NA,3,0,NA,0,0,0,Tier4,0
TPX2,-95,-95,85,0,2,0,NA,0,-2,0,Tier4,0
TRA2A,-98,-98,90,0,1,0,NA,0,-1,0,Tier4,0
TRA2B,-95,-95,90,0,1,0,NA,0,-1,0,Tier4,0
TRABD,-95,-95,75,0,1,0,NA,0,0,0,Tier4,0
TRABD2A,-95,-95,80,NA,3,0,NA,0,5,0,Tier4,0
TRAF4,-70,-90,70,0,0,0,NA,0,-2,0,Tier4,0
TRAF5,-95,-95,70,0,0,0,NA,0,-1,0,Tier4,0
TRAF7,-95,-95,85,0,0,0,NA,0,-3,0,Tier4,0
TRAFD1,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
TRAK1,-95,-90,85,0,1,0,NA,0,-4,0,Tier4,0
TRAK2,-90,-95,80,0,1,0,NA,0,-3,0,Tier4,0
TRANK1,-95,-95,85,0,3,0,NA,0,0,0,Tier4,0
TRAPPC1,-95,-95,90,NA,1,0,NA,0,-2,0,Tier4,0
TRAPPC10,-95,-95,90,NA,1,0,NA,0,-1,0,Tier4,0
TRAPPC11,-95,-95,90,0,1,0,NA,0,-1,0,Tier4,0
TRAPPC12,-90,-90,90,0,1,0,NA,0,-3,0,Tier4,0
TRAPPC2,-95,-95,90,0,1,0,NA,0,-4,0,Tier4,0
TRAPPC2B,-95,-95,90,0,1,0,NA,0,-4,0,Tier4,0
TRAPPC2L,-95,-95,85,0,1,0,NA,0,-3,0,Tier4,0
TRAPPC3,-95,-95,90,0,1,0,NA,0,-2,0,Tier4,0
TRAPPC3L,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
TRAPPC4,-95,-96,85,0,1,0,NA,0,2,0,Tier4,0
TRAPPC5,-95,-90,90,0,1,0,NA,0,-2,0,Tier4,0
TRAPPC6A,-95,-95,80,NA,1,0,NA,0,-2,0,Tier4,0
TRAPPC6B,-95,-95,90,0,1,0,NA,0,-2,0,Tier4,0
TRAPPC8,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TRAPPC9,-95,-95,90,0,1,0,NA,0,-3,0,Tier4,0
TRDMT1,-95,-95,95,NA,2,0,NA,0,-1,0,Tier4,0
TRERF1,-95,-80,70,0,1,0,NA,0,-1,0,Tier4,0
TREX2,-98,-98,90,NA,0,0,NA,0,-1,0,Tier4,0
TRH,-98,85,85,NA,3,0,NA,0,0,0,Tier4,0
TRIAP1,-95,-90,90,0,1,0,NA,0,-1,0,Tier4,0
TRIB2,-90,-95,70,0,1,0,NA,0,-1,0,Tier4,0
TRIB3,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
TRIM10,-90,-95,80,NA,2,0,NA,0,-1,0,Tier4,0
TRIM11,-95,-95,85,0,0,0,NA,0,-2,0,Tier4,0
TRIM15,-95,-99,90,0,0,0,NA,0,-2,0,Tier4,0
TRIM16L,-95,-95,85,NA,3,0,NA,0,-1,0,Tier4,0
TRIM17,-95,-95,75,0,0,0,NA,0,-2,0,Tier4,0
TRIM2,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TRIM21,-95,-95,95,0,0,0,NA,0,-7,0,Tier4,0
TRIM24,-98,-98,95,0,0,0,NA,0,-3,0,Tier4,0
TRIM28,-98,-99,95,0,0,0,NA,0,-1,0,Tier4,0
TRIM3,-95,-95,85,0,0,0,NA,0,-4,0,Tier4,0
TRIM32,-85,-98,88,0,0,0,NA,0,-3,0,Tier4,0
TRIM33,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TRIM34,-95,-95,80,0,0,0,NA,0,-2,0,Tier4,0
TRIM35,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
TRIM37,-95,-95,85,NA,0,0,NA,0,-3,0,Tier4,0
TRIM39,-90,-96,85,0,0,0,NA,0,-3,0,Tier4,0
TRIM40,-95,-95,80,0,1,0,NA,0,0,0,Tier4,0
TRIM41,-95,-95,85,0,0,0,NA,0,-2,0,Tier4,0
TRIM42,-100,-100,70,NA,1,0,NA,0,0,0,Tier4,0
TRIM43,-90,-95,80,NA,1,0,NA,0,-1,0,Tier4,0
TRIM43B,-95,-80,70,NA,2,0,NA,0,0,0,Tier4,0
TRIM45,-90,-95,80,0,0,0,NA,0,-2,0,Tier4,0
TRIM46,-95,-95,80,0,2,0,NA,0,-2,0,Tier4,0
TRIM47,-95,-95,75,0,0,0,NA,0,-2,0,Tier4,0
TRIM48,-95,-95,90,NA,1,0,NA,0,-1,0,Tier4,0
TRIM49,-95,-95,95,NA,2,0,NA,0,0,0,Tier4,0
TRIM49B,-95,-95,85,NA,2,0,NA,0,0,0,Tier4,0
TRIM49C,-90,-90,75,NA,2,0,NA,0,0,0,Tier4,0
TRIM49D1,-90,-90,70,0,2,0,NA,0,0,0,Tier4,0
TRIM49D2,-95,-95,75,0,NA,0,NA,0,0,0,Tier4,0
TRIM5,-95,-95,90,0,0,0,NA,0,-2,0,Tier4,0
TRIM50,-95,-95,85,0,1,0,NA,0,-1,0,Tier4,0
TRIM51,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
TRIM51GP,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
TRIM52,-85,-95,90,0,0,0,NA,0,-2,0,Tier4,0
TRIM58,-95,-95,93,NA,1,0,NA,0,0,0,Tier4,0
TRIM6,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
TRIM60,-95,-90,80,0,2,0,NA,0,0,0,Tier4,0
TRIM61,-80,-80,70,0,2,0,NA,0,0,0,Tier4,0
TRIM63,-95,-95,90,NA,0,0,NA,0,-1,0,Tier4,0
TRIM64B,-95,-95,80,NA,2,0,NA,0,0,0,Tier4,0
TRIM64C,-95,-95,80,NA,2,0,NA,0,0,0,Tier4,0
TRIM65,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
TRIM66,-95,-95,80,0,2,0,NA,0,-1,0,Tier4,0
TRIM68,-95,-95,85,0,0,0,NA,0,0,0,Tier4,0
TRIM69,-90,-95,85,NA,0,0,NA,0,-2,0,Tier4,0
TRIM7,-80,-90,70,0,0,0,NA,0,-3,0,Tier4,0
TRIM73,-95,-95,85,0,1,0,NA,0,0,0,Tier4,0
TRIM74,-90,-90,80,0,1,0,NA,0,0,0,Tier4,0
TRIM75P,-95,-95,70,NA,2,0,NA,0,-1,0,Tier4,0
TRIM77,-80,-85,70,NA,2,0,NA,0,0,0,Tier4,0
TRIM8,-90,-95,80,0,0,0,NA,0,-2,0,Tier4,0
TRIML1,-95,-95,90,NA,1,0,NA,0,0,0,Tier4,0
TRIOBP,-95,-99,80,NA,1,0,NA,0,-3,0,Tier4,0
TRIP10,-70,-90,85,0,2,0,NA,0,0,0,Tier4,0
TRIP12,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
TRIP13,-95,-95,90,0,1,0,NA,0,0,0,Tier4,0
TRIP4,-95,-90,85,0,0,0,NA,0,-2,0,Tier4,0
TRIR,-50,-50,-50,0,2,0,NA,0,0,0,Tier4,0
TRIT1,-95,-95,85,0,1,0,NA,0,-2,0,Tier4,0
TRMO,-90,-80,70,0,3,0,NA,0,0,0,Tier4,0
TRMT10A,-95,-95,90,0,2,0,NA,0,-1,0,Tier4,0
TRMT10C,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TRMT11,-95,-95,80,0,1,0,NA,0,-1,0,Tier4,0
TRMT112,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
TRMT12,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
TRMT1L,-95,-95,80,0,2,0,NA,0,0,0,Tier4,0
TRMT2A,-95,-90,90,0,1,0,NA,0,-1,0,Tier4,0
TRMT2B,-95,-95,90,0,1,0,NA,0,-1,0,Tier4,0
TRMT44,-95,-95,95,0,3,0,NA,0,-1,0,Tier4,0
TRMT5,-95,-95,95,0,1,0,NA,0,-3,0,Tier4,0
TRMT61A,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TRMT61B,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TRMT9B,-98,-98,98,0,2,0,NA,0,0,0,Tier4,0
TRMU,-95,-95,90,0,2,0,NA,0,-1,0,Tier4,0
TRNAU1AP,-95,-85,70,0,2,0,NA,0,-2,0,Tier4,0
TRNP1,-80,-85,60,NA,2,0,NA,0,-1,0,Tier4,0
TRNT1,-95,-95,85,0,0,0,NA,0,-3,0,Tier4,0
TROAP,-98,-98,98,NA,3,0,NA,0,0,0,Tier4,0
TRPC4AP,-90,-100,90,0,0,0,NA,0,-1,0,Tier4,0
TRPC5OS,-95,-95,95,NA,3,0,NA,0,0,0,Tier4,0
TRPS1,-95,-95,85,0,0,0,NA,0,-1,0,Tier4,0
TRRAP,-95,-90,90,0,1,0,NA,0,-1,0,Tier4,0
TRUB1,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
TRUB2,-95,-95,95,NA,1,0,NA,0,-1,0,Tier4,0
TSBP1,-100,-100,-100,0,2,0,NA,0,5,0,Tier4,0
TSC1,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
TSC2,-95,-95,80,0,1,0,NA,0,-2,0,Tier4,0
TSC22D1,-95,-95,90,0,0,0,NA,0,2,0,Tier4,0
TSC22D2,-95,-80,80,0,2,0,NA,0,0,0,Tier4,0
TSC22D4,-95,-95,85,0,1,0,NA,0,-4,0,Tier4,0
TSEN15,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TSEN2,-97,-98,95,0,0,0,NA,0,-1,0,Tier4,0
TSEN34,-95,-95,100,0,0,0,NA,0,-1,0,Tier4,0
TSEN54,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TSFM,-95,-95,95,0,0,0,NA,0,0,0,Tier4,0
TSHB,-95,80,-75,NA,3,0,NA,0,0,0,Tier4,0
TSHZ1,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
TSKS,-99,-99,90,NA,3,0,NA,0,-1,0,Tier4,0
TSKU,-95,-95,85,-1,3,0,NA,0,-1,0,Tier4,0
TSNAX,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
TSNAXIP1,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
TSPOAP1,-95,-95,70,NA,2,0,NA,0,-2,0,Tier4,0
TSPY1,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
TSPY10,-80,-80,-80,0,1,0,NA,0,-2,0,Tier4,0
TSPY2,-99,-99,80,0,1,0,NA,0,-2,0,Tier4,0
TSPY3,-90,-90,80,0,1,0,NA,0,-2,0,Tier4,0
TSPY4,-95,-95,60,0,1,0,NA,0,-2,0,Tier4,0
TSPY8,-99,-99,90,0,1,0,NA,0,-2,0,Tier4,0
TSPY9P,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
TSPYL1,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TSPYL2,-95,-95,80,NA,0,0,NA,0,-2,0,Tier4,0
TSPYL4,-95,-95,80,NA,1,0,NA,0,0,0,Tier4,0
TSPYL5,-95,-95,80,0,0,0,NA,0,0,0,Tier4,0
TSPYL6,-95,-95,80,0,1,0,NA,0,0,0,Tier4,0
TSR1,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
TSR2,-95,-95,85,0,2,0,NA,0,0,0,Tier4,0
TSR3,-97,-95,90,0,2,0,NA,0,-1,0,Tier4,0
TSSC4,-80,-90,85,0,2,0,NA,0,-2,0,Tier4,0
TSSK1B,-95,-90,80,0,1,0,NA,0,-2,0,Tier4,0
TSSK2,-95,-95,95,NA,1,0,NA,0,-1,0,Tier4,0
TSSK3,-80,-90,75,0,2,0,NA,0,0,0,Tier4,0
TSSK6,-95,-95,90,NA,1,0,NA,0,-3,0,Tier4,0
TST,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
TSTA3,-95,-85,80,0,1,0,NA,0,0,0,Tier4,0
TSTD2,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
TTBK1,-95,-90,80,0,1,0,NA,0,-1,0,Tier4,0
TTC13,-90,-95,80,0,3,0,NA,0,0,0,Tier4,0
TTC14,-90,-90,70,0,3,0,NA,0,0,0,Tier4,0
TTC16,-80,-90,70,NA,3,0,NA,0,0,0,Tier4,0
TTC19,-95,-95,85,0,1,0,NA,0,-1,0,Tier4,0
TTC21A,-95,-95,80,0,3,0,NA,0,0,0,Tier4,0
TTC22,-95,-95,80,NA,3,0,NA,0,0,0,Tier4,0
TTC23,-85,-90,75,0,3,0,NA,0,0,0,Tier4,0
TTC23L,-90,-90,90,NA,1,0,NA,0,-1,0,Tier4,0
TTC24,-90,-90,70,0,3,0,NA,0,0,0,Tier4,0
TTC26,-95,-95,70,NA,2,0,NA,0,0,0,Tier4,0
TTC28,-95,-90,80,0,2,0,NA,0,-1,0,Tier4,0
TTC29,-95,-95,80,0,3,0,NA,0,-2,0,Tier4,0
TTC31,-100,-100,100,0,3,0,NA,0,0,0,Tier4,0
TTC32,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
TTC33,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
TTC34,-85,-90,65,NA,3,0,NA,0,0,0,Tier4,0
TTC36,-90,-90,70,0,2,0,NA,0,0,0,Tier4,0
TTC37,-95,-95,80,0,1,0,NA,0,-2,0,Tier4,0
TTC38,-80,-80,70,0,3,0,NA,0,0,0,Tier4,0
TTC39A,-85,-95,80,0,2,0,NA,0,0,0,Tier4,0
TTC39B,-95,-95,75,0,3,0,NA,0,0,0,Tier4,0
TTC39C,-90,-90,80,0,3,0,NA,0,0,0,Tier4,0
TTC5,-95,-90,80,0,0,0,NA,0,-4,0,Tier4,0
TTC8,-95,-95,70,0,1,0,NA,0,-1,0,Tier4,0
TTC9,-98,-95,80,0,3,0,NA,0,0,0,Tier4,0
TTC9B,-80,-80,70,0,3,0,NA,0,0,0,Tier4,0
TTC9C,-80,-80,70,0,3,0,NA,0,0,0,Tier4,0
TTF1,-90,-90,90,0,0,0,NA,0,-1,0,Tier4,0
TTF2,-95,-95,80,0,0,0,NA,0,-2,0,Tier4,0
TTI1,-95,-95,90,0,2,0,NA,0,-1,0,Tier4,0
TTI2,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
TTK,-95,-90,70,0,2,0,NA,0,0,0,Tier4,0
TTL,-95,-95,90,0,1,0,NA,0,0,0,Tier4,0
TTLL1,-95,-95,95,NA,2,0,NA,0,-2,0,Tier4,0
TTLL10,-95,-95,80,NA,1,0,NA,0,0,0,Tier4,0
TTLL11,-95,-95,95,NA,1,0,NA,0,-1,0,Tier4,0
TTLL2,-95,-90,75,0,2,0,NA,0,0,0,Tier4,0
TTLL3,-95,-95,95,NA,1,0,NA,0,-2,0,Tier4,0
TTLL4,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TTLL7,-90,-85,70,NA,1,0,NA,0,-2,0,Tier4,0
TTLL8,-95,-95,90,NA,1,0,NA,0,-2,0,Tier4,0
TTN,-100,-100,100,NA,1,0,NA,0,-2,0,Tier4,0
TTPA,-95,-95,95,NA,2,0,NA,0,-1,0,Tier4,0
TTPAL,-90,-90,70,0,3,0,NA,0,0,0,Tier4,0
TTR,-95,95,-90,-1,3,0,NA,0,0,0,Tier4,0
TUBA4B,-95,-95,80,NA,3,0,NA,0,-1,0,Tier4,0
TUBA8,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
TUBAL3,-95,-95,80,NA,3,0,NA,0,-1,0,Tier4,0
TUBD1,-95,-95,70,0,2,0,NA,0,-2,0,Tier4,0
TUBG1,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
TUBG2,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
TUBGCP2,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
TUBGCP3,-95,-95,90,NA,2,0,NA,0,-1,0,Tier4,0
TUBGCP4,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
TUBGCP6,-95,-95,95,NA,2,0,NA,0,-1,0,Tier4,0
TUFM,-98,-98,98,0,0,0,NA,0,-1,0,Tier4,0
TULP1,-95,-95,90,NA,2,0,NA,0,2,0,Tier4,0
TULP2,-95,-95,80,-1,3,0,NA,0,-2,0,Tier4,0
TUSC1,-90,-90,80,0,3,0,NA,0,0,0,Tier4,0
TUSC2,-95,-95,85,0,1,0,NA,0,0,0,Tier4,0
TUT1,-95,-95,90,0,0,0,NA,0,-1,0,Tier4,0
TUT4,-85,-80,70,0,1,0,NA,0,-3,0,Tier4,0
TWF1,-95,-95,90,0,2,0,NA,0,-1,0,Tier4,0
TWIST1,-95,-95,90,NA,0,0,NA,0,0,0,Tier4,0
TWIST2,-95,-95,70,0,0,0,NA,0,-2,0,Tier4,0
TWISTNB,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TWNK,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
TXLNG,-85,-90,70,0,1,0,NA,0,-2,0,Tier4,0
TXN,-95,-95,95,0,1,0,NA,0,-3,0,Tier4,0
TXN2,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
TXNDC12,-90,-90,70,NA,1,0,NA,0,-2,0,Tier4,0
TXNDC16,-90,-85,80,-1,2,0,NA,0,-3,0,Tier4,0
TXNDC17,-90,-90,85,NA,1,0,NA,0,-1,0,Tier4,0
TXNDC2,-80,-80,70,NA,3,0,NA,0,-1,0,Tier4,0
TXNDC8,-95,-95,90,NA,2,0,NA,0,-2,0,Tier4,0
TXNL1,-95,-95,95,0,2,0,NA,0,-2,0,Tier4,0
TXNL4A,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TXNL4B,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
TXNRD1,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
TXNRD2,-95,-90,70,0,2,0,NA,0,-1,0,Tier4,0
TXNRD3,-95,-95,80,0,2,0,NA,0,-4,0,Tier4,0
TYK2,-90,-90,80,0,2,0,NA,0,0,0,Tier4,0
TYMP,-100,-100,100,0,1,0,NA,0,0,0,Tier4,0
TYMS,-95,-95,95,NA,1,0,NA,0,-3,0,Tier4,0
TYSND1,-95,-95,80,0,1,0,NA,0,-1,0,Tier4,0
TYW1B,-85,-95,75,0,3,0,NA,0,0,0,Tier4,0
TYW5,-90,-90,80,0,3,0,NA,0,0,0,Tier4,0
U2AF1,-95,-95,90,0,1,0,NA,0,-1,0,Tier4,0
U2AF1L4,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
U2AF1L5,-80,-80,80,NA,NA,0,NA,0,0,0,Tier4,0
U2AF2,-95,-95,95,0,1,0,NA,0,0,0,Tier4,0
U2SURP,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
UAP1L1,-70,-70,70,0,3,0,NA,0,0,0,Tier4,0
UBA2,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
UBA5,-95,-95,95,0,1,0,NA,0,-4,0,Tier4,0
UBA6,-95,-95,80,0,1,0,NA,0,0,0,Tier4,0
UBA7,-95,-95,90,0,1,0,NA,0,-2,0,Tier4,0
UBALD2,-75,-80,75,NA,3,0,NA,0,0,0,Tier4,0
UBAP1L,-90,-95,70,0,3,0,NA,0,0,0,Tier4,0
UBAP2,-95,-95,80,0,2,0,NA,0,-3,0,Tier4,0
UBC,-95,-95,90,0,0,0,NA,0,-3,0,Tier4,0
UBD,-80,-90,70,0,1,0,NA,0,-2,0,Tier4,0
UBE2E1,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
UBE2E2,-95,-90,90,0,1,0,NA,0,0,0,Tier4,0
UBE2E3,-95,-95,95,NA,1,0,NA,0,-2,0,Tier4,0
UBE2F,-95,-95,95,0,0,0,NA,0,0,0,Tier4,0
UBE2G1,-95,-95,90,0,0,0,NA,0,0,0,Tier4,0
UBE2G2,-95,-95,90,NA,1,0,NA,0,-1,0,Tier4,0
UBE2H,-95,-95,90,0,1,0,NA,0,0,0,Tier4,0
UBE2I,-95,-95,85,0,0,0,NA,0,-2,0,Tier4,0
UBE2L3,-95,-95,90,0,0,0,NA,0,-2,0,Tier4,0
UBE2L5,-95,-95,95,0,0,0,NA,0,0,0,Tier4,0
UBE2L6,-95,-95,85,0,1,0,NA,0,0,0,Tier4,0
UBE2M,-95,-95,90,0,1,0,NA,0,0,0,Tier4,0
UBE2N,-98,-98,95,0,0,0,NA,0,-2,0,Tier4,0
UBE2O,-95,-95,85,0,0,0,NA,0,-2,0,Tier4,0
UBE2Q1,-95,-95,85,0,1,0,NA,0,-2,0,Tier4,0
UBE2Q2,-95,-95,90,NA,1,0,NA,0,-1,0,Tier4,0
UBE2Q2L,-95,-95,70,NA,NA,0,NA,0,0,0,Tier4,0
UBE2R2,-95,-95,95,0,1,0,NA,0,0,0,Tier4,0
UBE2T,-95,-95,90,0,0,0,NA,0,-1,0,Tier4,0
UBE2U,-95,-95,90,NA,2,0,NA,0,0,0,Tier4,0
UBE2V1,-95,-90,90,0,1,0,NA,0,-1,0,Tier4,0
UBE2V2,-95,-95,90,0,1,0,NA,0,0,0,Tier4,0
UBE2Z,-95,-95,90,0,1,0,NA,0,-2,0,Tier4,0
UBE3A,-95,-95,90,0,0,0,NA,0,-2,0,Tier4,0
UBE3B,-95,-90,90,0,0,0,NA,0,0,0,Tier4,0
UBE3C,-95,-95,90,0,0,0,NA,0,0,0,Tier4,0
UBE3D,-95,-95,90,0,0,0,NA,0,-1,0,Tier4,0
UBE4A,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
UBE4B,-95,-95,90,NA,0,0,NA,0,-2,0,Tier4,0
UBFD1,-90,-80,70,0,3,0,NA,0,0,0,Tier4,0
UBL4A,-90,-95,85,0,1,0,NA,0,-2,0,Tier4,0
UBL4B,-90,-85,75,NA,3,0,NA,0,-1,0,Tier4,0
UBL5,-95,-95,85,NA,1,0,NA,0,-2,0,Tier4,0
UBL7,-90,-90,80,0,2,0,NA,0,0,0,Tier4,0
UBN2,-90,-90,70,0,1,0,NA,0,0,0,Tier4,0
UBOX5,-98,-96,92,0,0,0,NA,0,-1,0,Tier4,0
UBP1,-95,-95,85,0,0,0,NA,0,-1,0,Tier4,0
UBQLN1,-90,-95,85,0,1,0,NA,0,-1,0,Tier4,0
UBQLN3,-95,-95,90,NA,2,0,NA,0,0,0,Tier4,0
UBQLN4,-95,-95,85,0,1,0,NA,0,-7,0,Tier4,0
UBQLNL,-95,-95,80,NA,2,0,NA,0,0,0,Tier4,0
UBR1,-98,-95,95,0,0,0,NA,0,-1,0,Tier4,0
UBR3,-95,-95,80,0,1,0,NA,0,5,0,Tier4,0
UBR4,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
UBR5,-95,-95,90,0,0,0,NA,0,-2,0,Tier4,0
UBR7,-95,-95,90,0,1,0,NA,0,0,0,Tier4,0
UBTD2,-90,-95,80,NA,3,0,NA,0,-1,0,Tier4,0
UBTF,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
UBTFL1,-80,-80,80,NA,0,0,NA,0,-2,0,Tier4,0
UBXN1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
UBXN10,-95,-95,70,NA,2,0,NA,0,0,0,Tier4,0
UBXN2A,-95,-95,95,0,1,0,NA,0,-5,0,Tier4,0
UBXN2B,-95,-95,95,0,1,0,NA,0,-4,0,Tier4,0
UBXN4,-95,-95,90,0,2,0,NA,0,-2,0,Tier4,0
UBXN6,-95,-95,90,0,1,0,NA,0,-4,0,Tier4,0
UBXN7,-98,-98,90,0,0,0,NA,0,-1,0,Tier4,0
UCHL1,-98,-98,90,0,0,0,NA,0,-2,0,Tier4,0
UCHL3,-90,-85,75,0,1,0,NA,0,0,0,Tier4,0
UCHL5,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
UCK1,-96,-97,95,0,2,0,NA,0,0,0,Tier4,0
UCK2,-90,-90,85,0,2,0,NA,0,0,0,Tier4,0
UCKL1,-90,-90,70,0,2,0,NA,0,-2,0,Tier4,0
UCMA,-90,-80,85,NA,3,0,NA,0,-1,0,Tier4,0
UCN2,-95,95,-95,-1,3,0,NA,0,0,0,Tier4,0
UCN3,-90,80,70,NA,3,0,NA,0,0,0,Tier4,0
UCP1,-95,-95,95,NA,1,0,NA,0,4,0,Tier4,0
UEVLD,-90,-95,75,0,2,0,NA,0,0,0,Tier4,0
UFD1,-95,-95,85,0,1,0,NA,0,-2,0,Tier4,0
UFL1,-95,-95,90,0,0,0,NA,0,-4,0,Tier4,0
UFM1,-95,-98,85,NA,1,0,NA,0,-2,0,Tier4,0
UFSP1,-95,-95,75,NA,2,0,NA,0,-1,0,Tier4,0
UGDH,-95,-90,90,0,2,0,NA,0,0,0,Tier4,0
UGP2,-95,-95,90,0,2,0,NA,0,-1,0,Tier4,0
UHMK1,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
UHRF1,-95,-98,95,0,0,0,NA,0,-1,0,Tier4,0
UHRF1BP1,-90,-90,70,0,1,0,NA,0,-1,0,Tier4,0
UHRF1BP1L,-95,-95,85,0,2,0,NA,0,-2,0,Tier4,0
UHRF2,-95,-95,85,0,0,0,NA,0,-2,0,Tier4,0
ULK1,-95,-95,90,0,0,0,NA,0,-1,0,Tier4,0
ULK2,-95,-95,95,NA,0,0,NA,0,-2,0,Tier4,0
ULK3,-95,-95,75,0,0,0,NA,0,-1,0,Tier4,0
ULK4,-98,-98,70,0,2,0,NA,0,0,0,Tier4,0
UMAD1,-95,-95,90,0,3,0,NA,0,0,0,Tier4,0
UNC119B,-90,-80,70,0,2,0,NA,0,0,0,Tier4,0
UNC13A,-95,-95,85,NA,1,0,NA,0,4,0,Tier4,0
UNC13C,-95,-95,90,0,1,0,NA,0,4,0,Tier4,0
UNC13D,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
UNC45B,-95,-90,80,0,1,0,NA,0,-1,0,Tier4,0
UNC80,-97,-97,97,0,3,0,NA,0,5,0,Tier4,0
