gene_name,YES,NO,claude_summary
OR8B12,7,3,3
OR8B2,7,3,3
OR8B3,7,3,3
OR8B4,2,8,1
OR8B8,6,4,3
OR8D1,6,4,3
OR8D2,6,4,3
OR8D4,4,6,2
OR8G1,6,4,3
OR8G5,8,2,4
OR8H1,7,3,3
OR8H2,6,4,3
OR8H3,7,3,3
OR8I2,5,5,3
OR8J1,8,2,4
OR8J3,5,5,3
OR8K1,8,2,4
OR8K3,7,3,3
OR8K5,5,5,3
OR8S1,8,2,4
OR8U1,4,6,2
OR9A2,8,2,4
OR9A4,5,5,3
OR9G1,6,4,3
OR9G4,7,3,3
OR9I1,6,4,3
OR9K2,6,4,3
OR9Q1,4,6,2
OR9Q2,6,4,3
ORAI1,8,2,4
ORAI2,8,2,4
ORAI3,8,2,4
ORM1,7,3,3
ORMDL1,0,10,0
ORMDL2,0,10,0
ORMDL3,0,10,0
OSBPL5,0,10,0
OSBPL8,0,10,0
OSCAR,8,0,5
OSCP1,0,10,0
OSM,10,0,5
OSMR,10,0,5
OST4,3,7,2
OSTC,0,10,0
OSTM1,3,7,2
OSTN,4,6,2
OTOA,1,9,1
OTOF,3,7,2
OTOP1,8,2,4
OTOP2,10,0,5
OTOP3,8,2,4
OVGP1,2,8,1
OXA1L,0,10,0
OXER1,10,0,5
OXGR1,10,0,5
OXTR,10,0,5
P2RX1,10,0,5
P2RX2,10,0,5
P2RX3,10,0,5
P2RX4,10,0,5
P2RX5,10,0,5
P2RX6,10,0,5
P2RX7,10,0,5
P2RY1,10,0,5
P2RY10,10,0,5
P2RY11,10,0,5
P2RY12,10,0,5
P2RY13,10,0,5
P2RY14,10,0,5
P2RY2,10,0,5
P2RY4,10,0,5
P2RY6,10,0,5
P2RY8,9,0,5
P4HTM,0,10,0
PABPC1,0,10,0
PACSIN2,1,9,1
PACSIN3,0,10,0
PADI2,0,10,0
PADI3,0,9,0
PAG1,10,0,5
PAK1,0,10,0
PAK2,0,10,0
PAK4,0,10,0
PAK6,0,10,0
PALM,0,10,0
PAM,4,6,2
PANX1,10,0,5
PANX2,10,0,5
PANX3,10,0,5
PAQR3,4,6,2
PAQR4,7,3,3
PAQR5,2,8,1
PAQR6,5,5,3
PAQR7,2,8,1
PAQR8,2,8,1
PAQR9,4,6,2
PARD3,0,10,0
PARD3B,0,10,0
PARD6A,0,10,0
PARD6G,0,10,0
PARL,0,10,0
PARM1,0,10,0
PARP16,0,10,0
PARP6,0,10,0
PARVA,0,10,0
PARVB,0,9,0
PATE1,1,9,1
PATJ,2,8,1
PBXIP1,0,10,0
PCDH1,10,0,5
PCDH10,10,0,5
PCDH11X,10,0,5
PCDH11Y,10,0,5
PCDH12,10,0,5
PCDH15,10,0,5
PCDH17,10,0,5
PCDH18,10,0,5
PCDH19,10,0,5
PCDH20,10,0,5
PCDH7,10,0,5
PCDH8,10,0,5
PCDH9,9,0,5
PCDHA1,10,0,5
PCDHA10,10,0,5
PCDHA11,10,0,5
PCDHA12,10,0,5
PCDHA13,10,0,5
PCDHA2,10,0,5
PCDHA3,10,0,5
PCDHA4,10,0,5
PCDHA5,10,0,5
PCDHA6,10,0,5
PCDHA7,10,0,5
PCDHA8,10,0,5
PCDHA9,10,0,5
PCDHAC1,10,0,5
PCDHAC2,10,0,5
PCDHB1,10,0,5
PCDHB10,10,0,5
PCDHB11,10,0,5
PCDHB12,10,0,5
PCDHB13,10,0,5
PCDHB14,10,0,5
PCDHB15,10,0,5
PCDHB16,10,0,5
PCDHB2,10,0,5
PCDHB3,10,0,5
PCDHB4,10,0,5
PCDHB5,10,0,5
PCDHB6,10,0,5
PCDHB7,10,0,5
PCDHB8,10,0,5
PCDHB9,10,0,5
PCDHGA1,10,0,5
PCDHGA10,10,0,5
PCDHGA11,10,0,5
PCDHGA12,10,0,5
PCDHGA2,10,0,5
PCDHGA3,10,0,5
PCDHGA4,10,0,5
PCDHGA5,10,0,5
PCDHGA6,9,0,5
PCDHGA7,10,0,5
PCDHGA8,9,0,5
PCDHGA9,10,0,5
PCDHGB1,10,0,5
PCDHGB2,10,0,5
PCDHGB3,10,0,5
PCDHGB4,10,0,5
PCDHGB5,10,0,5
PCDHGB6,10,0,5
PCDHGB7,10,0,5
PCDHGC3,10,0,5
PCDHGC4,10,0,5
PCDHGC5,10,0,5
PCMTD1,0,10,0
PCNX1,0,10,0
PCNX2,0,10,0
PCNX3,0,10,0
PCNX4,0,10,0
PCSK4,0,10,0
PCSK5,3,7,2
PCSK7,0,10,0
PCSK9,7,3,3
PDCD1,10,0,5
PDCD1LG2,10,0,5
PDE3A,0,10,0
PDE3B,0,10,0
PDE4D,0,10,0
PDE7A,0,10,0
PDGFC,8,2,4
PDGFRA,10,0,5
PDGFRB,10,0,5
PDPN,10,0,5
PDZD8,0,10,0
PDZK1IP1,0,10,0
PEAK1,0,10,0
PEAR1,10,0,5
PEBP1,0,10,0
PECAM1,10,0,5
PEMT,0,10,0
PERP,10,0,5
PET100,0,10,0
PET117,0,10,0
PEX11B,0,10,0
PEX11G,0,10,0
PEX13,0,10,0
PEX14,0,10,0
PGAP1,0,10,0
PGAP2,0,10,0
PGAP3,0,10,0
PGF,9,1,4
PGRMC1,5,5,3
PGRMC2,2,8,1
PHB2,0,10,0
PHEX,5,5,3
PHLDB1,0,10,0
PHLDB2,0,10,0
PHPT1,0,10,0
PHTF1,0,10,0
PHTF2,0,8,0
PI16,3,7,2
PI3,2,8,1
PI4K2A,0,9,0
PIANP,10,0,5
PIEZO1,10,0,5
PIEZO2,10,0,5
PIGA,5,4,3
PIGB,0,10,0
PIGBOS1,0,10,0
PIGC,0,10,0
PIGF,1,9,1
PIGG,0,10,0
PIGH,7,3,3
PIGK,2,8,1
PIGL,0,10,0
PIGM,1,9,1
PIGN,0,10,0
PIGO,0,10,0
PIGP,0,10,0
PIGQ,0,10,0
PIGR,9,0,5
PIGS,2,8,1
PIGT,0,10,0
PIGU,1,9,1
PIGV,0,10,0
PIGW,0,10,0
PIGX,0,10,0
PIGY,0,10,0
PIGZ,0,10,0
PIK3AP1,0,10,0
PIK3CA,0,10,0
PIK3CG,4,6,2
PIK3IP1,0,10,0
PIK3R4,0,10,0
PIK3R6,0,10,0
PILRA,10,0,5
PILRB,10,0,5
PIP4P1,0,10,0
PIP4P2,0,10,0
PIRT,8,2,4
PIWIL1,0,10,0
PKD1,9,0,5
PKD1L1,10,0,5
PKD1L3,9,1,4
PKD2,9,1,4
PKD2L1,9,1,4
PKD2L2,8,2,4
PKDREJ,8,2,4
PKHD1,5,5,3
PKHD1L1,4,6,2
PKP1,7,3,3
PKP2,5,5,3
PKP3,8,2,4
PKP4,5,4,3
PLA2G3,0,10,0
PLA2R1,10,0,5
PLAT,10,0,5
PLAU,10,0,5
PLAUR,9,0,5
PLB1,0,10,0
PLBD1,0,10,0
PLCB1,0,10,0
PLCB2,0,10,0
PLCD3,0,10,0
PLCG1,0,10,0
PLCXD3,0,10,0
PLD1,0,10,0
PLD3,1,9,1
PLD4,0,10,0
PLD5,0,10,0
PLEC,1,9,1
PLEKHA4,0,10,0
PLEKHA7,7,3,3
PLEKHN1,1,8,1
PLEKHO2,0,10,0
PLET1,10,0,5
PLGRKT,8,2,4
PLIN1,0,10,0
PLLP,6,4,3
PLN,0,10,0
PLP1,1,8,1
PLP2,1,9,1
PLPP1,4,5,2
PLPP2,2,8,1
PLPP3,8,2,4
PLPP4,0,10,0
PLPP5,0,10,0
PLPP6,3,7,2
PLPP7,4,6,2
PLPPR1,10,0,5
PLPPR2,8,2,4
PLPPR3,10,0,5
PLPPR4,9,1,4
PLPPR5,8,2,4
PLSCR1,6,3,3
PLSCR3,6,4,3
PLTP,3,7,2
PLVAP,10,0,5
PLXDC1,10,0,5
PLXDC2,10,0,5
PLXNA1,10,0,5
PLXNA2,9,1,4
PLXNA3,10,0,5
PLXNA4,10,0,5
PLXNB1,10,0,5
PLXNB2,10,0,5
PLXNB3,10,0,5
PLXNC1,10,0,5
PLXND1,10,0,5
PMEL,5,5,3
PMEPA1,2,8,1
PMIS2,0,10,0
PMP2,1,9,1
PMP22,8,2,4
PNKD,0,10,0
PNPLA6,0,10,0
PNPLA7,0,10,0
PODXL,10,0,5
PODXL2,10,0,5
POMGNT1,0,10,0
POMK,1,9,1
POMT1,0,10,0
POMT2,0,10,0
PON1,4,6,2
PON2,4,6,2
POPDC2,10,0,5
POPDC3,9,1,4
POR,0,10,0
PORCN,0,10,0
POSTN,6,4,3
POTEJ,0,10,0
PPFIA1,0,10,0
PPFIBP1,0,9,0
PPID,0,10,0
PPIP5K1,0,10,0
PPL,0,10,0
PPM1L,0,10,0
PPP1R18,0,10,0
PPP1R3A,0,10,0
PPP2R3C,0,10,0
PPP3R2,0,10,0
PRAF2,0,10,0
PRAME,0,10,0
PRCD,0,10,0
PREB,0,10,0
PRELP,5,5,3
PRF1,9,1,4
PRG2,3,7,2
PRG3,7,3,3
PRIMA1,0,10,0
PRKACA,0,10,0
PRKACG,0,10,0
PRKCA,1,8,1
PRKCI,0,10,0
PRKCZ,0,10,0
PRLHR,9,0,5
PRLR,10,0,5
PRND,10,0,5
PRNP,10,0,5
PROCR,10,0,5
PROKR1,10,0,5
PROKR2,10,0,5
PROM1,10,0,5
PROM2,10,0,5
PROSER2,0,10,0
PRPH2,6,4,3
PRR7,7,3,3
PRRG1,2,8,1
PRRG2,0,10,0
PRRG3,2,8,1
PRRG4,3,7,2
PRRT1,0,10,0
PRRT1B,0,10,0
PRRT2,3,7,2
PRRT3,0,10,0
PRRT4,0,10,0
PRSS21,4,6,2
PRSS23,0,10,0
PRSS35,0,10,0
PRTG,10,0,5
PRX,0,10,0
PSAP,4,6,2
PSCA,10,0,5
PSEN1,0,10,0
PSEN2,0,10,0
PSENEN,0,10,0
PSG1,10,0,5
PSG3,10,0,5
PSTPIP1,0,10,0
PSTPIP2,0,10,0
PTAFR,10,0,5
PTCH1,9,1,4
PTCH2,10,0,5
PTCHD1,0,10,0
PTCHD4,0,10,0
PTCRA,10,0,5
PTDSS1,4,6,2
PTDSS2,1,9,1
PTGDR,10,0,5
PTGDR2,10,0,5
PTGER1,10,0,5
PTGER2,10,0,5
PTGER3,10,0,5
PTGER4,10,0,5
PTGES,0,10,0
PTGFR,10,0,5
PTGFRN,10,0,5
PTGIR,10,0,5
PTGIS,0,10,0
PTH,4,6,2
PTH1R,10,0,5
PTH2R,10,0,5
PTK2,1,9,1
PTK2B,0,9,0
PTK6,1,9,1
PTK7,10,0,5
PTP4A3,0,10,0
PTPN13,1,9,1
PTPN22,2,8,1
PTPN5,1,9,1
PTPRA,10,0,5
PTPRB,10,0,5
PTPRC,10,0,5
PTPRCAP,0,10,0
PTPRD,10,0,5
PTPRE,10,0,5
PTPRF,10,0,5
PTPRG,10,0,5
PTPRH,10,0,5
PTPRJ,10,0,5
PTPRK,10,0,5
PTPRM,10,0,5
PTPRN,0,10,0
PTPRN2,1,9,1
PTPRO,10,0,5
PTPRQ,9,1,4
PTPRR,9,1,4
PTPRS,10,0,5
PTPRT,10,0,5
PTPRU,10,0,5
PTPRZ1,10,0,5
PTTG1IP,0,10,0
PVR,10,0,5
PVRIG,10,0,5
PXDN,0,10,0
PXK,0,10,0
PXMP2,0,10,0
PXMP4,0,10,0
PXN,0,10,0
QPCTL,0,10,0
QRFPR,10,0,5
QSOX1,1,9,1
QSOX2,0,10,0
RAB11B,0,10,0
RAB13,0,10,0
RAB25,0,10,0
RAB27B,0,10,0
RAB34,0,10,0
RAB43,0,10,0
RAB5C,0,10,0
RAB5IF,0,10,0
RABAC1,0,10,0
RABGAP1,0,10,0
RAET1E,10,0,5
RAET1G,10,0,5
RAET1L,10,0,5
RALA,0,10,0
RAMP1,10,0,5
RAMP2,9,0,5
RAMP3,10,0,5
RAPH1,0,10,0
RAPSN,6,4,3
RASA4B,0,10,0
RASD2,0,10,0
RASGRP1,0,10,0
RASGRP4,0,10,0
RCE1,0,10,0
RDH11,0,10,0
RDH12,0,10,0
RDH16,0,10,0
RDH5,0,10,0
RDX,1,9,1
RECK,6,4,3
REELD1,4,6,2
REEP1,0,10,0
REEP2,0,10,0
REEP3,0,10,0
REEP4,0,10,0
REEP5,0,10,0
REEP6,0,10,0
RELL1,0,10,0
RELL2,0,10,0
RELT,8,2,4
REPS1,0,10,0
RER1,0,10,0
RET,10,0,5
RETREG1,4,6,2
RETREG2,0,10,0
RETREG3,0,8,0
RFT1,0,10,0
RGMA,10,0,5
RGMB,10,0,5
RGP1,0,10,0
RGR,6,4,3
RGS14,0,10,0
RGS9BP,0,10,0
RHAG,10,0,5
RHBDD1,0,10,0
RHBDD2,0,10,0
RHBDD3,0,10,0
RHBDF1,0,10,0
RHBDF2,0,10,0
RHBDL1,5,5,3
RHBDL2,2,8,1
RHBDL3,5,5,3
RHBG,10,0,5
RHCE,10,0,5
RHCG,9,0,5
RHD,10,0,5
RHEX,1,9,1
RHO,6,4,3
RHOA,0,10,0
RHOJ,1,9,1
RHOU,7,3,3
RIC3,0,10,0
RILPL2,0,10,0
RMND1,0,10,0
RNASEK,0,10,0
RND1,1,9,1
RNF103,0,10,0
RNF121,0,10,0
RNF122,0,10,0
RNF128,1,9,1
RNF13,0,10,0
RNF130,0,10,0
RNF133,0,10,0
RNF139,0,10,0
RNF145,0,10,0
RNF148,0,10,0
RNF149,0,10,0
RNF150,0,9,0
RNF152,0,10,0
RNF167,0,10,0
RNF170,0,10,0
RNF175,0,10,0
RNF180,0,10,0
RNF182,2,8,1
RNF183,0,10,0
RNF185,0,10,0
RNF186,0,10,0
RNF19A,0,10,0
RNF19B,0,10,0
RNF215,0,10,0
RNF217,0,10,0
RNF222,0,9,0
RNF223,0,10,0
RNF225,0,10,0
RNF24,0,10,0
RNF39,0,9,0
RNF43,8,2,4
RNF5,0,9,0
RNFT1,0,10,0
RNFT2,0,10,0
ROBO1,10,0,5
ROBO2,9,1,4
ROBO3,10,0,5
ROBO4,10,0,5
ROM1,1,9,1
ROMO1,0,10,0
ROR1,10,0,5
ROR2,10,0,5
ROS1,7,3,3
RPE,0,10,0
RPN1,0,10,0
RPN2,0,9,0
RPRM,0,10,0
RPRML,1,9,1
RPSA,10,0,5
RRBP1,0,10,0
RRH,0,10,0
RSKR,0,10,0
RSL1D1,0,10,0
RSPO3,9,1,4
RTN1,0,10,0
RTN2,0,10,0
RTN3,0,10,0
RTN4,0,10,0
RTN4R,10,0,5
RTN4RL1,0,10,0
RTP1,7,2,4
RTP4,0,10,0
RXFP1,10,0,5
RXFP2,10,0,5
RXFP3,10,0,5
RXFP4,10,0,5
RXYLT1,0,10,0
RYK,10,0,5
RYR1,0,10,0
RYR2,0,10,0
RYR3,0,10,0
S100A13,2,8,1
S100A14,1,9,1
S100A16,2,8,1
S100A9,9,1,4
S100B,0,10,0
S1PR1,10,0,5
S1PR2,10,0,5
S1PR3,10,0,5
S1PR4,10,0,5
S1PR5,10,0,5
SACM1L,0,10,0
SAMD5,0,10,0
SAMD8,0,10,0
SAMSN1,5,5,3
SAPCD1,0,9,0
SARAF,1,9,1
SARDH,0,10,0
SASH3,1,9,1
SAYSD1,0,10,0
SC5D,0,10,0
SCAMP1,8,2,4
SCAMP2,6,4,3
SCAMP3,6,4,3
SCAMP4,8,2,4
SCAMP5,6,3,3
SCAP,0,10,0
SCARA3,10,0,5
SCARA5,10,0,5
SCARB1,10,0,5
SCARB2,10,0,5
SCARF1,10,0,5
SCARF2,10,0,5
SCART1,8,2,4
SCD,0,10,0
SCD5,0,10,0
SCEL,10,0,5
SCIMP,10,0,5
SCIN,0,10,0
SCN10A,10,0,5
SCN11A,10,0,5
SCN1A,8,2,4
SCN1B,10,0,5
SCN2A,10,0,5
SCN2B,10,0,5
SCN3A,10,0,5
SCN3B,9,1,4
SCN4A,8,2,4
SCN4B,9,1,4
SCN5A,9,1,4
SCN7A,9,0,5
SCN7B,1,0,5
SCN8A,7,3,3
SCN9A,9,1,4
SCNN1A,10,0,5
SCNN1B,10,0,5
SCNN1D,10,0,5
SCNN1G,10,0,5
SCO1,0,10,0
SCO2,0,10,0
SCRIB,3,7,2
SCTR,10,0,5
SCUBE3,10,0,5
SDC1,10,0,5
SDC2,10,0,5
SDC3,10,0,5
SDC4,10,0,5
SDCCAG8,0,10,0
SDHC,0,10,0
SDHD,0,10,0
SDK1,10,0,5
SDK2,10,0,5
SDR42E1,0,10,0
SDR42E2,0,10,0
SEC11A,0,10,0
SEC11C,0,10,0
SEC22A,0,10,0
SEC22B,0,10,0
SEC22C,0,10,0
SEC61A1,0,10,0
SEC61A2,0,10,0
SEC61B,0,9,0
SEC61G,0,10,0
SEC62,0,10,0
SEC63,0,10,0
SECTM1,9,0,5
SEL1L,0,10,0
SEL1L2,0,10,0
SEL1L3,0,10,0
SELE,10,0,5
SELENOI,1,9,1
SELENOP,5,5,3
SELENOS,0,10,0
SELL,9,0,5
SELP,10,0,5
SELPLG,10,0,5
SEMA3A,7,3,3
SEMA3C,8,1,4
SEMA4A,10,0,5
SEMA4B,10,0,5
SEMA4C,10,0,5
SEMA4D,10,0,5
SEMA4F,9,0,5
SEMA4G,10,0,5
SEMA5A,10,0,5
SEMA5B,10,0,5
SEMA6A,10,0,5
SEMA6B,10,0,5
SEMA6C,10,0,5
SEMA6D,10,0,5
SEMA7A,9,0,5
SEPTIN3,0,10,0
SEPTIN7,0,10,0
SEPTIN8,0,10,0
SERINC1,10,0,5
SERINC2,10,0,5
SERINC3,8,1,4
SERINC4,10,0,5
SERINC5,9,1,4
SERP1,0,10,0
SERP2,0,10,0
SERPINA1,1,9,1
SERPINA3,0,9,0
SERPINB2,0,10,0
SERPINE2,3,7,2
SERPINF1,0,10,0
SERPINF2,0,9,0
SERPING1,1,9,1
SERPINI1,0,10,0
SERTM1,0,10,0
SERTM2,0,10,0
SETDB1,0,10,0
SEZ6,10,0,5
SEZ6L,7,3,3
SEZ6L2,8,2,4
SFSWAP,0,10,0
SFT2D1,0,10,0
SFT2D2,0,10,0
SFT2D3,0,10,0
SFXN1,0,10,0
SFXN2,0,10,0
SFXN3,0,10,0
SFXN5,0,10,0
SGCA,10,0,5
SGCB,8,2,4
SGCD,10,0,5
SGCE,1,9,1
SGCG,9,1,4
SGCZ,6,4,3
SGMS1,0,8,0
SGMS2,0,10,0
SGPL1,1,9,1
SGPP1,1,9,1
SGPP2,0,10,0
SGTB,0,10,0
SH3PXD2B,0,9,0
SHANK1,0,10,0
SHANK3,0,10,0
SHISA2,10,0,5
SHISA3,10,0,5
SHISA4,9,1,4
SHISA5,8,2,4
SHISA6,9,1,4
SHISA7,10,0,5
SHISA8,10,0,5
SHISA9,9,1,4
SHISAL1,0,10,0
SHISAL2A,0,10,0
SHISAL2B,0,10,0
SHROOM2,0,9,0
SHROOM4,0,10,0
SI,8,0,5
SIDT1,2,8,1
SIDT2,2,8,1
SIGIRR,7,3,3
SIGLEC1,10,0,5
SIGLEC10,10,0,5
SIGLEC11,10,0,5
SIGLEC12,10,0,5
SIGLEC14,10,0,5
SIGLEC15,10,0,5
SIGLEC5,10,0,5
SIGLEC6,10,0,5
SIGLEC7,10,0,5
SIGLEC8,10,0,5
SIGLEC9,10,0,5
SIGLECL1,9,1,4
SIGMAR1,0,10,0
SIL1,0,9,0
SIPA1L1,0,10,0
SIPA1L3,0,10,0
SIRPA,10,0,5
SIRPB1,10,0,5
SIRPB2,10,0,5
SIRPG,10,0,5
SIT1,8,2,4
SLAMF1,10,0,5
SLAMF6,10,0,5
SLAMF7,10,0,5
SLAMF8,10,0,5
SLAMF9,10,0,5
SLC10A1,9,1,4
SLC10A2,8,1,4
SLC10A3,5,4,3
SLC10A4,5,5,3
SLC10A5,6,4,3
SLC10A6,7,3,3
SLC10A7,4,6,2
SLC11A1,10,0,5
SLC11A2,9,1,4
SLC12A1,9,1,4
SLC12A2,9,1,4
SLC12A3,8,2,4
SLC12A4,7,3,3
SLC12A5,6,4,3
SLC12A6,7,3,3
SLC12A7,10,0,5
SLC12A8,8,2,4
SLC12A9,6,4,3
SLC13A1,9,1,4
SLC13A2,10,0,5
SLC13A3,7,3,3
SLC13A4,8,2,4
SLC13A5,10,0,5
SLC14A1,10,0,5
SLC14A2,10,0,5
SLC15A1,10,0,5
SLC15A2,10,0,5
SLC15A3,10,0,5
SLC15A4,8,2,4
SLC15A5,9,1,4
SLC16A1,10,0,5
SLC16A10,10,0,5
SLC16A11,9,0,5
SLC16A12,8,2,4
SLC16A13,8,2,4
SLC16A14,10,0,5
SLC16A2,10,0,5
SLC16A3,10,0,5
SLC16A4,10,0,5
SLC16A5,10,0,5
SLC16A6,10,0,5
SLC16A7,8,2,4
SLC16A8,8,1,4
SLC16A9,9,1,4
SLC17A1,8,1,4
SLC17A2,9,1,4
SLC17A3,8,2,4
SLC17A4,7,3,3
SLC17A5,10,0,5
SLC17A6,3,7,2
SLC17A7,7,3,3
SLC17A8,10,0,5
SLC17A9,10,0,5
SLC18A1,2,8,1
SLC18A2,4,6,2
SLC18A3,4,6,2
SLC18B1,6,4,3
SLC19A1,9,1,4
SLC19A2,9,1,4
SLC19A3,9,1,4
SLC1A1,9,1,4
SLC1A2,6,4,3
SLC1A3,9,1,4
SLC1A4,9,1,4
SLC1A5,10,0,5
SLC1A6,7,3,3
SLC1A7,7,3,3
SLC20A1,10,0,5
SLC20A2,9,1,4
SLC22A1,9,1,4
SLC22A10,6,4,3
SLC22A11,8,2,4
SLC22A12,8,2,4
SLC22A13,8,1,4
SLC22A14,7,3,3
SLC22A15,8,2,4
SLC22A16,5,5,3
SLC22A17,8,2,4
SLC22A18,2,8,1
SLC22A2,8,1,4
SLC22A23,7,3,3
SLC22A24,8,2,4
SLC22A25,6,4,3
SLC22A3,9,1,4
SLC22A31,5,5,3
SLC22A4,9,1,4
SLC22A5,8,1,4
SLC22A6,6,3,3
SLC22A7,10,0,5
SLC22A8,9,1,4
SLC22A9,6,4,3
SLC23A1,7,3,3
SLC23A2,10,0,5
SLC23A3,8,2,4
SLC24A1,0,10,0
SLC24A2,5,5,3
SLC24A3,4,6,2
SLC24A4,7,3,3
SLC24A5,6,4,3
SLC25A10,0,10,0
SLC25A11,0,10,0
SLC25A14,0,10,0
SLC25A15,0,10,0
SLC25A16,0,10,0
SLC25A17,0,10,0
SLC25A19,0,9,0
SLC25A2,0,10,0
SLC25A20,0,9,0
SLC25A22,0,10,0
SLC25A23,0,10,0
SLC25A24,0,10,0
SLC25A25,0,10,0
SLC25A27,0,10,0
SLC25A28,0,10,0
SLC25A29,0,10,0
SLC25A3,0,10,0
SLC25A30,0,10,0
SLC25A31,0,10,0
SLC25A32,0,10,0
SLC25A34,0,10,0
SLC25A35,0,10,0
SLC25A38,0,10,0
SLC25A39,0,9,0
SLC25A4,0,10,0
SLC25A40,0,10,0
SLC25A43,0,10,0
SLC25A44,0,10,0
SLC25A45,0,10,0
SLC25A47,0,10,0
SLC25A48,0,10,0
SLC25A5,0,10,0
SLC25A51,0,10,0
SLC25A52,0,10,0
SLC25A53,0,10,0
SLC25A6,0,10,0
SLC26A1,10,0,5
SLC26A10,8,1,4
SLC26A11,7,3,3
SLC26A2,9,1,4
SLC26A3,10,0,5
SLC26A4,10,0,5
SLC26A5,9,0,5
SLC26A6,9,0,5
SLC26A7,10,0,5
SLC26A8,7,3,3
SLC26A9,10,0,5
SLC27A1,6,4,3
SLC27A2,1,9,1
SLC27A3,3,7,2
SLC27A4,3,6,2
SLC27A5,3,7,2
SLC27A6,5,5,3
SLC28A1,10,0,5
SLC28A2,9,1,4
SLC28A3,9,1,4
SLC29A1,10,0,5
SLC29A2,10,0,5
SLC29A3,10,0,5
SLC29A4,9,1,4
SLC2A1,10,0,5
SLC2A10,10,0,5
SLC2A11,10,0,5
SLC2A12,10,0,5
SLC2A13,8,2,4
SLC2A14,10,0,5
SLC2A2,7,3,3
SLC2A3,7,3,3
SLC2A4,9,1,4
SLC2A5,9,1,4
SLC2A6,9,1,4
SLC2A7,10,0,5
SLC2A8,10,0,5
SLC2A9,10,0,5
SLC30A1,7,3,3
SLC30A10,6,4,3
SLC30A2,8,2,4
SLC30A3,5,5,3
SLC30A4,3,7,2
SLC30A5,7,3,3
SLC30A6,2,8,1
SLC30A7,5,5,3
SLC30A8,9,1,4
SLC30A9,3,7,2
SLC31A1,8,2,4
SLC31A2,10,0,5
SLC32A1,5,5,3
SLC33A1,0,10,0
SLC34A1,10,0,5
SLC34A2,10,0,5
SLC34A3,10,0,5
SLC35A1,4,6,2
SLC35A2,2,8,1
SLC35A3,1,8,1
SLC35A4,1,9,1
SLC35A5,1,9,1
SLC35B1,1,9,1
SLC35B2,1,9,1
SLC35B3,1,9,1
SLC35B4,1,9,1
SLC35C1,2,8,1
SLC35C2,6,4,3
SLC35D1,2,8,1
SLC35D2,0,10,0
SLC35D3,3,6,2
SLC35E1,0,10,0
SLC35E2A,1,8,1
SLC35E2B,1,9,1
SLC35E3,0,10,0
SLC35E4,3,7,2
SLC35F1,1,9,1
SLC35F2,1,9,1
SLC35F3,3,7,2
SLC35F4,2,8,1
SLC35F5,1,8,1
SLC35F6,0,10,0
SLC35G1,3,7,2
SLC35G2,2,8,1
SLC35G3,1,9,1
SLC35G4,2,8,1
SLC35G5,1,9,1
SLC35G6,1,9,1
SLC36A1,10,0,5
SLC36A2,10,0,5
SLC36A3,9,1,4
SLC36A4,9,1,4
SLC37A1,2,8,1
SLC37A2,1,9,1
SLC37A3,5,5,3
SLC37A4,2,8,1
SLC38A1,10,0,5
SLC38A10,10,0,5
SLC38A11,10,0,5
SLC38A2,10,0,5
SLC38A3,8,1,4
SLC38A4,10,0,5
SLC38A5,10,0,5
SLC38A6,9,0,5
SLC38A7,10,0,5
SLC38A8,9,1,4
SLC38A9,9,1,4
SLC39A1,10,0,5
SLC39A10,10,0,5
SLC39A11,7,3,3
SLC39A12,10,0,5
SLC39A13,9,0,5
SLC39A14,10,0,5
SLC39A2,10,0,5
SLC39A3,9,1,4
SLC39A4,10,0,5
SLC39A5,8,2,4
SLC39A6,10,0,5
SLC39A7,10,0,5
SLC39A8,10,0,5
SLC39A9,10,0,5
SLC3A1,10,0,5
SLC3A2,10,0,5
SLC40A1,9,1,4
SLC41A1,6,4,3
SLC41A2,7,3,3
SLC41A3,6,4,3
SLC43A1,7,2,4
SLC43A2,8,2,4
SLC43A3,8,2,4
SLC44A1,10,0,5
SLC44A2,10,0,5
SLC44A3,9,1,4
SLC44A4,10,0,5
SLC44A5,9,1,4
SLC45A1,7,3,3
SLC45A2,7,2,4
SLC45A3,7,3,3
SLC45A4,4,6,2
SLC46A1,9,1,4
SLC46A2,7,3,3
SLC46A3,8,2,4
SLC47A1,9,1,4
SLC47A2,10,0,5
SLC48A1,8,2,4
SLC49A3,8,2,4
SLC4A1,10,0,5
SLC4A10,9,0,5
SLC4A11,10,0,5
SLC4A1AP,0,10,0
SLC4A2,10,0,5
SLC4A3,10,0,5
SLC4A4,10,0,5
SLC4A5,10,0,5
SLC4A7,10,0,5
SLC4A8,9,1,4
SLC4A9,10,0,5
SLC50A1,5,5,3
SLC51A,8,1,4
SLC51B,6,4,3
SLC52A1,8,2,4
SLC52A2,9,1,4
SLC52A3,7,3,3
SLC5A1,10,0,5
SLC5A10,7,3,3
SLC5A11,9,0,5
SLC5A12,8,1,4
SLC5A2,10,0,5
SLC5A3,4,5,2
SLC5A4,7,3,3
SLC5A5,10,0,5
SLC5A6,10,0,5
SLC5A7,7,3,3
SLC5A8,8,2,4
SLC5A9,9,1,4
SLC6A1,8,2,4
SLC6A11,8,2,4
SLC6A12,8,2,4
SLC6A13,6,4,3
SLC6A14,9,0,5
SLC6A15,6,4,3
SLC6A16,4,6,2
SLC6A17,5,4,3
SLC6A18,10,0,5
